Id,Label,timeset,subactivity,mainactivity,mainindustry,modularity_class,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles,eigencentrality
2652,,,Manufacture of lime,Manufacture Other Non-Metal Mineral Products,Manufacture Other,55,0,0,0,0,0,0,52,0,0,0
2653,,,Manufacture of plaster,Manufacture Other Non-Metal Mineral Products,Manufacture Other,56,0,0,0,0,0,0,53,0,0,0
2661,,,Manufacture of concrete products for construction purposes,Manufacture Other Non-Metal Mineral Products,Manufacture Other,6,5,4.707464,6,0.322433,0.34717,580.699819,0,0.2,2,0.045388
2662,,,Manufacture of plaster products for construction purposes,Manufacture Other Non-Metal Mineral Products,Manufacture Other,57,0,0,0,0,0,0,54,0,0,0
2663,,,Manufacture of ready-mixed concrete,Manufacture Other Non-Metal Mineral Products,Manufacture Other,6,3,2.936301,6,0.299859,0.319851,59.87676,0,0.666667,2,0.035784
2664,,,Manufacture of mortars,Manufacture Other Non-Metal Mineral Products,Manufacture Other,58,0,0,0,0,0,0,55,0,0,0
2665,,,Manufacture of fibre cement,Manufacture Other Non-Metal Mineral Products,Manufacture Other,59,0,0,0,0,0,0,56,0,0,0
2666,,,"Manufacture of other articles of concrete, plaster and cement",Manufacture Other Non-Metal Mineral Products,Manufacture Other,6,1,0.998205,7,0.243959,0.254565,0,0,0,0,0.002819
2670,,,"Cutting, shaping and finishing of ornamental and building stone",Manufacture Other Non-Metal Mineral Products,Manufacture Other,61,0,0,0,0,0,0,57,0,0,0
2681,,,Production of abrasive products,Manufacture Other Non-Metal Mineral Products,Manufacture Other,1,1,0.980999,6,0.279315,0.296226,0,0,0,0,0.01634
2682,,,manufacture of asbestos,Manufacture Other Non-Metal Mineral Products,Manufacture Other,10,1,0.902593,6,0.30135,0.319458,0,0,0,0,0.030549
2710,,,Manufacture of basic iron and steel and of ferro-alloys,Basic Metals & Fabricated Products,Metals,1,6,4.777029,6,0.309038,0.334827,176.092535,0,0.266667,4,0.047903
2721,,,Manufacture of cast iron tubes,Basic Metals & Fabricated Products,Metals,1,1,0.99808,7,0.223747,0.232513,0,0,0,0,0.001533
2722,,,Manufacture of steel tubes,Basic Metals & Fabricated Products,Metals,1,4,3.914011,7,0.279499,0.300416,46.02472,0,0.166667,1,0.021865
2731,,,Cold drawing,Basic Metals & Fabricated Products,Metals,62,0,0,0,0,0,0,58,0,0,0
2732,,,Cold rolling of narrow strip,Basic Metals & Fabricated Products,Metals,1,2,1.984722,6,0.265,0.281447,2.360682,0,0,0,0.012478
2733,,,Cold forming or folding,Basic Metals & Fabricated Products,Metals,63,0,0,0,0,0,0,59,0,0,0
2734,,,Wire drawing,Basic Metals & Fabricated Products,Metals,64,0,0,0,0,0,0,60,0,0,0
2741,,,Precious metals production,Basic Metals & Fabricated Products,Metals,65,0,0,0,0,0,0,61,0,0,0
2742,,,Aluminium production,Basic Metals & Fabricated Products,Metals,6,5,4.496501,5,0.337849,0.36305,151.946035,0,0.1,1,0.063115
2743,,,"Lead, zinc and tin production",Basic Metals & Fabricated Products,Metals,66,0,0,0,0,0,0,62,0,0,0
2744,,,Copper production,Basic Metals & Fabricated Products,Metals,1,1,0.989691,6,0.2711,0.284748,0,0,0,0,0.009056
2745,,,Other non-ferrous metal production,Basic Metals & Fabricated Products,Metals,1,1,0.996126,7,0.241458,0.253425,0,0,0,0,0.00475
2751,,,Casting of iron,Basic Metals & Fabricated Products,Metals,1,3,2.926718,6,0.288043,0.306486,437.101845,0,0,0,0.019523
2752,,,Casting of steel,Basic Metals & Fabricated Products,Metals,67,0,0,0,0,0,0,63,0,0,0
2753,,,Casting of light metals,Basic Metals & Fabricated Products,Metals,1,1,0.998969,8,0.213817,0.221021,0,0,0,0,0.001021
2754,,,Casting of other non-ferrous metals,Basic Metals & Fabricated Products,Metals,1,2,1.930129,7,0.271795,0.285714,423,0,0,0,0.009628
2811,,,Manufacture of metal structures and parts of structures,"Manufacture Fabricated Metal, Not Machines",Metals,1,26,20.938799,6,0.374889,0.420519,1683.535091,0,0.156923,51,0.260301
2812,,,Manufacture of builders' carpentry and joinery of metal,"Manufacture Fabricated Metal, Not Machines",Metals,11,5,4.871086,6,0.305916,0.326887,18.777165,0,0.3,3,0.045229
2821,,,"Manufacture of tanks, reservoirs and containers of metal","Manufacture Fabricated Metal, Not Machines",Metals,1,2,1.96276,6,0.282667,0.30055,0,0,1,1,0.022875
2822,,,Manufacture of central heating radiators and boilers,"Manufacture Fabricated Metal, Not Machines",Metals,11,2,1.995216,7,0.225412,0.235585,423,0,0,0,0.002305
2830,,,"Manufacture of steam generators, except central heating hot water boilers","Manufacture Fabricated Metal, Not Machines",Metals,11,3,2.9031,6,0.290411,0.309119,845.775574,0,0,0,0.024315
2840,,,"Forging, pressing, stamping and roll forming of metal; powder metallurgy","Manufacture Fabricated Metal, Not Machines",Metals,1,9,7.23146,5,0.367736,0.398113,120.777204,0,0.472222,17,0.155444
2851,,,Treatment and coating of metals,"Manufacture Fabricated Metal, Not Machines",Metals,1,2,1.509196,5,0.305036,0.324371,3.106661,0,0,0,0.032714
2852,,,General mechanical engineering,"Manufacture Fabricated Metal, Not Machines",Metals,1,28,20.747794,5,0.375221,0.424017,1337.520208,0,0.206349,78,0.312916
2861,,,Manufacture of cutlery,"Manufacture Fabricated Metal, Not Machines",Metals,68,0,0,0,0,0,0,64,0,0,0
2862,,,Manufacture of tools,"Manufacture Fabricated Metal, Not Machines",Metals,1,8,7.507171,6,0.31808,0.346934,463.136226,0,0.285714,8,0.087227
2863,,,Manufacture of locks and hinges,"Manufacture Fabricated Metal, Not Machines",Metals,11,2,1.86967,6,0.29181,0.310535,1.120147,0,0,0,0.029406
2871,,,Manufacture of steel drums and similar containers,"Manufacture Fabricated Metal, Not Machines",Metals,69,0,0,0,0,0,0,65,0,0,0
2872,,,Manufacture of light metal packaging,"Manufacture Fabricated Metal, Not Machines",Metals,6,1,0.991715,6,0.259804,0.271619,0,0,0,0,0.005169
2873,,,Manufacture of wire products,"Manufacture Fabricated Metal, Not Machines",Metals,1,2,1.966315,6,0.291409,0.309748,0,0,1,1,0.025397
2874,,,"Manufacture of fasteners, screw machine products, chain and springs","Manufacture Fabricated Metal, Not Machines",Metals,11,3,2.861135,6,0.306137,0.326454,14.732689,0,0,0,0.03641
2875,,,Manufacture of other fabricated metal products n.e.c.,"Manufacture Fabricated Metal, Not Machines",Metals,1,15,13.009464,5,0.371604,0.408687,984.194094,0,0.209524,22,0.175586
2911,,,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,12,9.618395,6,0.383017,0.416627,195.997203,0,0.363636,24,0.230961
2912,,,Manufacture of pumps and compressors,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,15,10.356346,5,0.380269,0.416392,673.36915,0,0.295238,31,0.244743
2913,,,Manufacture of taps and valves,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,5,4.652139,6,0.308813,0.331564,4.80956,0,0.5,5,0.065157
2914,,,"Manufacture of bearings, gears, gearing and driving elements",Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,6,5.66922,6,0.316891,0.342649,25.342998,0,0.466667,7,0.073688
2921,,,Manufacture of furnaces and furnace burners,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",71,0,0,0,0,0,0,66,0,0,0
2922,,,Manufacture of lifting and handling equipment,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,13,10.322021,6,0.363325,0.396934,251.62948,0,0.307692,24,0.182479
2923,,,Manufacture of non-domestic cooling and ventilation equipment,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,12,9.783309,5,0.372583,0.40739,369.775487,0,0.151515,10,0.176002
2924,,,Manufacture of other general purpose machinery n.e.c.,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,17,14.990395,5,0.344715,0.382351,668.617298,0,0.235294,32,0.184466
2931,,,Manufacture of agricultural tractors,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",11,3,2.837249,6,0.294036,0.314465,414.863599,0,0.333333,1,0.023537
2932,,,Manufacture of other agricultural and forestry machinery,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,5,4.624481,6,0.344715,0.371344,441.076741,0,0.2,2,0.085847
2941,,,Manufacture of portable hand held power tools,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,1,0.998092,7,0.242563,0.25429,0,0,0,0,0.004721
2942,,,Manufacture of other metalworking machine tools,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,1,0.997775,7,0.242563,0.25429,0,0,0,0,0.004721
2943,,,Manufacture of other machine tools n.e.c.,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,1,0.997799,7,0.242563,0.25429,0,0,0,0,0.004721
2951,,,Manufacture of machinery for metallurgy,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",5,1,0.997919,7,0.23056,0.241161,0,0,0,0,0.003294
2952,,,Manufacture of machinery for mining,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,8,7.599783,6,0.313609,0.341509,112.102221,0,0.142857,4,0.068394
2953,,,"Manufacture of machinery for food, beverage and tobacco processing",Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,6,5.431286,6,0.342765,0.368907,54.782558,0,0.466667,7,0.089583
2954,,,"Manufacture of machinery for textile, apparel and leather production",Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",72,0,0,0,0,0,0,67,0,0,0
2955,,,Manufacture of machinery for paper and paperboard production,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",73,0,0,0,0,0,0,68,0,0,0
2956,,,Manufacture of other special purpose machinery n.e.c.,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,15,12.773496,5,0.367736,0.404481,455.18678,0,0.295238,31,0.201098
2960,,,Manufacture of weapons and ammunition,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,3,2.842831,6,0.300071,0.32103,1.762472,0,0.333333,1,0.045204
2971,,,Manufacture of electric domestic appliances,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",1,12,9.553462,6,0.379249,0.413365,181.33948,0,0.30303,20,0.21735
2972,,,Manufacture of non-electric domestic appliances,Manufacture of Machinery & Equipment,"Manufacture of Machinery, Electrical",74,0,0,0,0,0,0,69,0,0,0
3001,,,Manufacture of office machinery,Manufacture Electrical & Optical Equipment,"Manufacture of Machinery, Electrical",5,6,5.528077,6,0.299435,0.323624,441.940543,0,0.2,3,0.058484
3002,,,Manufacture of computers and other information processing equipment,Manufacture Electrical & Optical Equipment,"Manufacture of Machinery, Electrical",5,17,13.488536,6,0.374889,0.414465,155.733858,0,0.375,51,0.314995
3110,,,"Manufacture of electric motors, generators and transformers",Manufacture of Electrical Machinery etc.,"Manufacture of Machinery, Electrical",1,22,16.419882,5,0.371278,0.413836,440.973055,0,0.246753,57,0.318091
3120,,,Manufacture of electricity distribution and control apparatus,Manufacture of Electrical Machinery etc.,"Manufacture of Machinery, Electrical",1,22,17.35946,5,0.373239,0.415487,443.947724,0,0.298701,69,0.317131
3130,,,Manufacture of insulated wire and cable,Manufacture of Electrical Machinery etc.,"Manufacture of Machinery, Electrical",1,5,4.777433,5,0.303508,0.326887,4.362647,0,0.7,7,0.066626
3140,,,"Manufacture of accumulators, primary cells and primary batteries",Manufacture of Electrical Machinery etc.,"Manufacture of Machinery, Electrical",75,0,0,0,0,0,0,70,0,0,0
3150,,,Manufacture of lighting equipment and electric lamps,Manufacture of Electrical Machinery etc.,"Manufacture of Machinery, Electrical",1,4,3.187051,5,0.34584,0.37217,10.517264,0,0.333333,2,0.086331
3161,,,Manufacture of electrical equipment for engines and vehicles n.e.c.,Manufacture of Electrical Machinery etc.,"Manufacture of Machinery, Electrical",1,9,7.869085,5,0.356003,0.386046,140.033029,0,0.416667,15,0.13196
3162,,,Manufacture of other electrical equipment n.e.c.,Manufacture of Electrical Machinery etc.,"Manufacture of Machinery, Electrical",1,16,13.135565,6,0.344715,0.383844,147.217092,0,0.366667,44,0.237509
3210,,,Manufacture of electronic valves and tubes and other electronic components,"Manufacture of Radio, TV & Equipment","Manufacture of Machinery, Electrical",1,16,12.936658,6,0.363325,0.402005,318.642089,0,0.391667,47,0.247391
3220,,,Manufacture of telegraph and telephone apparatus and equipment,"Manufacture of Radio, TV & Equipment","Manufacture of Machinery, Electrical",1,18,13.892743,6,0.34332,0.384591,293.590209,0,0.359477,55,0.26763
3230,,,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus and associated goods","Manufacture of Radio, TV & Equipment","Manufacture of Machinery, Electrical",1,12,9.462637,5,0.378571,0.412068,143.911492,0,0.409091,27,0.230242
3310,,,Manufacture of medical and surgical equipment and orthopaedic appliances,Manufacture Medical & Precision Instruments,"Manufacture of Machinery, Electrical",1,9,7.591919,5,0.33281,0.362814,328.219327,0,0.305556,11,0.106658
3320,,,"Manufacture of electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment",Manufacture Medical & Precision Instruments,"Manufacture of Machinery, Electrical",1,36,23.546622,5,0.403042,0.454835,1861.391261,0,0.204762,129,0.515913
3330,,,Manufacture of electronic industrial process control equipment,Manufacture Medical & Precision Instruments,"Manufacture of Machinery, Electrical",1,3,2.859285,6,0.304598,0.326572,0,0,1,3,0.059164
3340,,,Manufacture of spectacles and unmounted lenses,Manufacture Medical & Precision Instruments,"Manufacture of Machinery, Electrical",5,4,2.389812,6,0.359322,0.386596,64.345606,0,0.166667,1,0.101421
3350,,,Manufacture of watches and clocks,Manufacture Medical & Precision Instruments,"Manufacture of Machinery, Electrical",76,0,0,0,0,0,0,71,0,0,0
3410,,,Manufacture of motor vehicles,Manufacture of Transport Equipment,Manufacture of Transport Equipment,1,13,8.171687,6,0.372256,0.406368,1050.944241,0,0.282051,22,0.178883
3420,,,Manufacture of bodies (coachwork) for motor vehicles (except caravans),Manufacture of Transport Equipment,Manufacture of Transport Equipment,9,6,4.72283,6,0.331509,0.358373,36.544268,0,0.6,9,0.083128
3430,,,Manufacture of parts and accessories for motor vehicles and their engines,Manufacture of Transport Equipment,Manufacture of Transport Equipment,1,30,22.303383,5,0.401896,0.449253,3630.270274,0,0.154023,67,0.343087
3511,,,Building and repairing of ships,Manufacture of Other Transport Equipment,Manufacture of Transport Equipment,10,6,4.486025,6,0.322925,0.351965,179.866051,0,0.4,6,0.074621
3512,,,Building and repairing of pleasure and sporting boats,Manufacture of Other Transport Equipment,Manufacture of Transport Equipment,77,0,0,0,0,0,0,72,0,0,0
3520,,,Manufacture of railway and tramway locomotives and rolling stock,Manufacture of Other Transport Equipment,Manufacture of Transport Equipment,1,7,5.927001,6,0.327666,0.357193,16.929777,0,0.571429,12,0.110693
3530,,,Manufacture of aircraft and spacecraft,Manufacture of Other Transport Equipment,Manufacture of Transport Equipment,1,20,14.400583,5,0.354219,0.395873,1010.367111,0,0.215789,41,0.227853
3541,,,Manufacture of motorcycles,Manufacture of Other Transport Equipment,Manufacture of Transport Equipment,78,0,0,0,0,0,0,73,0,0,0
3542,,,Manufacture of bicycles,Manufacture of Other Transport Equipment,Manufacture of Transport Equipment,79,0,0,0,0,0,0,74,0,0,0
3543,,,Manufacture of invalid carriages,Manufacture of Other Transport Equipment,Manufacture of Transport Equipment,80,0,0,0,0,0,0,75,0,0,0
3550,,,Manufacture of other transport equipment n.e.c.,Manufacture of Other Transport Equipment,Manufacture of Transport Equipment,81,0,0,0,0,0,0,76,0,0,0
3611,,,Manufacture of chairs and seats,Manufacturing nec,Manufacture Other,11,7,5.045271,5,0.37622,0.405503,81.930661,0,0.428571,9,0.154975
3612,,,Manufacture of other office and shop furniture,Manufacturing nec,Manufacture Other,11,10,8.272258,6,0.365202,0.396148,135.950505,0,0.311111,14,0.154841
3613,,,Manufacture of other kitchen furniture,Manufacturing nec,Manufacture Other,11,3,2.910175,6,0.295059,0.313365,0,0,1,3,0.027935
3614,,,Manufacture of other furniture,Manufacturing nec,Manufacture Other,11,11,8.497998,5,0.371604,0.404363,382.342431,0,0.236364,13,0.163507
3615,,,Manufacture of mattresses,Manufacturing nec,Manufacture Other,11,2,1.720339,6,0.328173,0.351887,0,0,1,1,0.056378
3621,,,Striking of coins,Manufacturing nec,Manufacture Other,82,0,0,0,0,0,0,77,0,0,0
3622,,,Manufacture of jewellery and related articles n.e.c.,Manufacturing nec,Manufacture Other,5,2,1.850787,6,0.306802,0.329953,0,0,1,1,0.049222
3630,,,Manufacture of musical instruments,Manufacturing nec,Manufacture Other,83,0,0,0,0,0,0,78,0,0,0
3640,,,Manufacture of sports goods,Manufacturing nec,Manufacture Other,5,1,0.964424,6,0.290014,0.308097,0,0,0,0,0.023614
3650,,,"Manufacture of other games and toys, n.e.c.",Manufacturing nec,Manufacture Other,5,1,0.948641,6,0.290014,0.308097,0,0,0,0,0.023614
3661,,,Manufacture of imitation jewellery,Manufacturing nec,Manufacture Other,84,0,0,0,0,0,0,79,0,0,0
3662,,,Manufacture of brooms and brushes,Manufacturing nec,Manufacture Other,85,0,0,0,0,0,0,80,0,0,0
3663,,,Other manufacturing n.e.c.,Manufacturing nec,Manufacture Other,7,8,6.930084,5,0.361158,0.391116,83.778612,0,0.214286,6,0.128428
3710,,,Recycling of metal waste and scrap,Recycling,Recycling,11,1,0.99812,8,0.20133,0.20798,0,0,0,0,0.000794
3720,,,Recycling of non-metal waste and scrap,Recycling,Recycling,86,0,0,0,0,0,0,81,0,0,0
4011,,,Production of electricity,"Electricity, Gas and Water Supply","Electricity, Gas and Water Supply",9,2,1.986969,7,0.278033,0.292515,0,0,1,1,0.013063
4012,,,Transmission of electricity,"Electricity, Gas and Water Supply","Electricity, Gas and Water Supply",9,4,3.510115,6,0.334913,0.359709,135.370951,0,0.5,3,0.067815
4013,,,Distribution and trade of electricity,"Electricity, Gas and Water Supply","Electricity, Gas and Water Supply",9,9,5.656899,6,0.380269,0.411989,145.300056,0,0.333333,12,0.186197
4021,,,Manufacture of gas,"Electricity, Gas and Water Supply","Electricity, Gas and Water Supply",9,2,1.992092,7,0.25697,0.269935,423,0,0,0,0.005255
4022,,,Distribution and trade of gaseous fuels through mains,"Electricity, Gas and Water Supply","Electricity, Gas and Water Supply",9,1,0.999228,8,0.204534,0.211517,0,0,0,0,0.000831
4030,,,Steam and hot water supply,"Electricity, Gas and Water Supply","Electricity, Gas and Water Supply",10,1,0.966776,7,0.281541,0.300258,0,0,0,0,0.024197
4100,,,"Collection, purification and distribution of water","Electricity, Gas and Water Supply","Electricity, Gas and Water Supply",9,10,7.123491,6,0.357504,0.388483,676.634759,0,0.155556,7,0.11289
4511,,,Demolition and wrecking of buildings; earth moving,Construction,Construction,11,5,4.459346,6,0.317603,0.341863,48.531249,0,0.4,4,0.065249
4512,,,Test drilling and boring,Construction,Construction,87,0,0,0,0,0,0,82,0,0,0
4521,,,Construction of commercial buildings,Construction,Construction,11,43,22.313553,5,0.414062,0.470951,5253.11812,0,0.108527,98,0.437873
4522,,,Erection of roof covering and frames,Construction,Construction,11,2,1.70821,6,0.30135,0.319733,0,0,1,1,0.033967
4523,,,"Construction of motorways, roads, airfields and sport facilities",Construction,Construction,11,12,7.680852,5,0.378571,0.412461,160.149715,0,0.363636,24,0.221185
4524,,,Construction of water projects,Construction,Construction,11,1,0.93289,6,0.29302,0.310928,0,0,0,0,0.021829
4525,,,Other construction work involving special trades,Construction,Construction,11,18,13.040659,5,0.38371,0.422445,1420.966855,0,0.235294,36,0.243895
4531,,,Installation of electrical wiring and fittings,Construction,Construction,1,27,15.711768,6,0.377224,0.425786,946.361056,0,0.230769,81,0.404809
4532,,,Insulation work activities,Construction,Construction,11,2,1.544702,6,0.30135,0.319733,0,0,1,1,0.033967
4533,,,Plumbing,Construction,Construction,1,18,9.829565,6,0.389706,0.429442,661.940532,0,0.215686,33,0.284428
4534,,,Other building installation,Construction,Construction,1,5,4.627427,6,0.314774,0.339387,6.866731,0,0.5,5,0.074606
4541,,,Plastering,Construction,Construction,88,0,0,0,0,0,0,83,0,0,0
4542,,,Joinery installation,Construction,Construction,11,12,9.638423,6,0.361775,0.396619,253.885374,0,0.333333,22,0.160624
4543,,,Floor and wall covering,Construction,Construction,11,1,0.98275,6,0.283992,0.297484,0,0,0,0,0.010988
4544,,,Painting and glazing,Construction,Construction,11,5,4.202649,6,0.314307,0.338168,15.771093,0,0.5,5,0.064271
4545,,,Other building completion,Construction,Construction,11,4,3.772321,6,0.307024,0.328381,1.603002,0,0.833333,5,0.053149
4550,,,Renting of construction or demolition equipment with operator,Construction,Construction,9,4,3.530409,6,0.322679,0.346541,428.343528,0,0.333333,2,0.057947
5010,,,Sale of new and used motor vehicles,Construction,Construction,9,18,8.634439,6,0.381638,0.419143,655.177155,0,0.215686,33,0.220716
5020,,,Maintenance and repair of motor vehicles,Construction,Construction,9,16,9.632136,6,0.361775,0.397524,626.731144,0,0.225,27,0.164057
5030,,,Sale of motor vehicle parts and accessories,Construction,Construction,1,17,11.281467,6,0.37193,0.411085,1042.562911,0,0.235294,32,0.231093
5040,,,"Sale, maintenance and repair of motorcycles and related parts and accessories",Construction,Construction,9,2,1.888822,7,0.283992,0.299315,0,0,1,1,0.019712
5050,,,Retail sale of automotive fuel,Construction,Construction,9,13,7.89148,6,0.379249,0.41423,426.464067,0,0.24359,19,0.186786
5111,,,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods","Wholesale, Commission, Not Motors",Retail,91,0,0,0,0,0,0,84,0,0,0
5112,,,"Agents involved in the sale of fuels, ores, metals and industrial chemicals","Wholesale, Commission, Not Motors",Retail,92,0,0,0,0,0,0,85,0,0,0
5113,,,Agents involved in the sale of timber and building materials,"Wholesale, Commission, Not Motors",Retail,11,1,0.988047,6,0.282855,0.29831,0,0,0,0,0.016031
5114,,,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Wholesale, Commission, Not Motors",Retail,5,5,4.827262,6,0.308588,0.331761,40.49061,0,0.2,2,0.057394
5115,,,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Wholesale, Retail; Certain Repair (cont.)",Retail,93,0,0,0,0,0,0,86,0,0,0
5116,,,"Agents involved in the sale of textiles, clothing, footwear and leather goods","Wholesale, Retail; Certain Repair (cont.)",Retail,3,2,1.948662,6,0.285907,0.303105,0,0,1,1,0.025615
5117,,,"Agents involved in the sale of food, beverages and tobacco","Wholesale, Retail; Certain Repair (cont.)",Retail,9,2,1.911696,6,0.315711,0.334631,0,0,1,1,0.046078
5118,,,Agents specializing in the sale of particular products or ranges of products n.e.c.,"Wholesale, Retail; Certain Repair (cont.)",Retail,5,3,2.765143,6,0.315007,0.340055,7.465236,0,0.666667,2,0.059031
5119,,,Agents involved in the sale of a variety of goods,"Wholesale, Retail; Certain Repair (cont.)",Retail,7,1,0.991285,7,0.272144,0.286618,0,0,0,0,0.009809
5121,,,"Wholesale of grain, seeds and animal feeds","Wholesale, Retail; Certain Repair (cont.)",Retail,2,2,1.810269,7,0.288828,0.309574,211.669573,0,0,0,0.026497
5122,,,Wholesale of flowers and plants,"Wholesale, Retail; Certain Repair (cont.)",Retail,5,1,0.91669,7,0.286293,0.305683,0,0,0,0,0.025607
5123,,,Wholesale of live animals,"Wholesale, Retail; Certain Repair (cont.)",Retail,94,0,0,0,0,0,0,87,0,0,0
5124,,,Wholesale of furskins,"Wholesale, Retail; Certain Repair (cont.)",Retail,95,0,0,0,0,0,0,88,0,0,0
5125,,,Wholesale of unmanufactured tobacco,"Wholesale, Retail; Certain Repair (cont.)",Retail,96,0,0,0,0,0,0,89,0,0,0
5131,,,Wholesale of fruit and vegetables,"Wholesale, Retail; Certain Repair (cont.)",Retail,2,5,4.026497,6,0.328682,0.354206,83.373438,0,0,0,0.058823
5132,,,Wholesale of meat and meat products,"Wholesale, Retail; Certain Repair (cont.)",Retail,2,5,3.996383,6,0.299859,0.323585,8.731545,0,0.6,6,0.038846
5133,,,"Wholesale of dairy produce, Wholesale of eggs,edible oils and fats","Wholesale, Retail; Certain Repair (cont.)",Retail,2,8,5.864474,6,0.360238,0.390134,76.373672,0,0.535714,15,0.127495
5134,,,"Wholesale of wine, beer, spirits and other alcoholic beverages","Wholesale, Retail; Certain Repair (cont.)",Retail,8,9,5.9628,6,0.383017,0.414819,1347.265895,0,0.138889,5,0.160674
5135,,,Wholesale of tobacco products,"Wholesale, Retail; Certain Repair (cont.)",Retail,2,1,0.985429,6,0.27302,0.286792,0,0,0,0,0.009577
5136,,,Wholesale of sugar and chocolate and sugar confectionery,"Wholesale, Retail; Certain Repair (cont.)",Retail,97,0,0,0,0,0,0,90,0,0,0
5137,,,"Wholesale of coffee, tea, cocoa and spices","Wholesale, Retail; Certain Repair (cont.)",Retail,2,1,0.997823,8,0.216658,0.226053,0,0,0,0,0.001327
5138,,,"Wholesale of other food, including fish, crustaceans and molluscs","Wholesale, Retail; Certain Repair (cont.)",Retail,2,2,1.981296,6,0.274256,0.289662,2.414735,0,0,0,0.011524
5139,,,"Non-specialised wholesale of food, beverages and tobacco","Wholesale, Retail; Certain Repair (cont.)",Retail,2,14,8.802195,5,0.375221,0.412382,1108.5013,0,0.21978,20,0.188017
5141,,,Wholesale of textiles,"Wholesale, Retail; Certain Repair (cont.)",Retail,3,2,1.692944,6,0.326154,0.346777,35.476251,0,0,0,0.040563
5142,,,"Wholesale of adults' fur and leather clothing,Wholesale of children's and infants' clothing,Wholesale of footwear, Wholesale of clothing n.e.c.","Wholesale, Retail; Certain Repair (cont.)",Retail,3,13,9.177177,5,0.37193,0.406564,604.449383,0,0.269231,21,0.175561
5143,,,"Wholesale of gramophone records, audio tapes, compact discs and video tapes and of the equipment on which these are played, radios and televisions; wholesale of electrical household appliances n.e.c","Wholesale, Retail; Certain Repair (cont.)",Retail,1,11,8.79358,6,0.360238,0.393632,488.24545,0,0.254545,14,0.188274
5144,,,"Wholesale of china and glassware, wallpaper and cleaning materials","Wholesale, Retail; Certain Repair (cont.)",Retail,11,6,5.479226,6,0.337311,0.363011,58.0768,0,0.333333,5,0.080717
5145,,,Wholesale of perfume and cosmetics,"Wholesale, Retail; Certain Repair (cont.)",Retail,3,5,4.408197,6,0.334385,0.35967,36.300202,0,0.5,5,0.069319
5146,,,Wholesale of pharmaceutical goods,"Wholesale, Retail; Certain Repair (cont.)",Retail,7,17,11.826772,6,0.373568,0.413286,1106.7706,0,0.191176,26,0.190542
5147,,,"""Wholesale of photographic goods",Wholesale of other household goods n.e.c.,Retail,5,40,25.184303,5,0.408085,0.464465,3237.8413,0,0.115385,90,0.489319
5151,,,Wholesale of petroleum and petroleum products other fuels and related products,Wholesale of other household goods n.e.c.,Retail,9,9,7.076157,5,0.364261,0.395047,204.911865,0,0.25,9,0.151583
5152,,,Wholesale of metals and metal ores,Wholesale of other household goods n.e.c.,Retail,11,5,4.182964,6,0.335975,0.361989,901.730887,0,0.2,2,0.066335
5153,,,"Wholesale of wood, construction materials and sanitary equipment",Wholesale of other household goods n.e.c.,Retail,11,26,17.507591,5,0.394052,0.439465,1956.872009,0,0.190769,62,0.322978
5154,,,"Wholesale of hardware, plumbing and heating equipment and supplies",Wholesale of other household goods n.e.c.,Retail,11,16,11.95084,5,0.373568,0.409709,962.369375,0,0.166667,20,0.203438
5155,,,Wholesale of chemical products,Wholesale of other household goods n.e.c.,Retail,7,5,4.703263,6,0.313609,0.337421,62.730725,0,0.4,4,0.045213
